ID,Maths,Literature,Foreign_Language,Physics,Chemistry,Biology,History,Geography,Civic_Education
60000030,6.8,7.0,5.6,-1.0,-1.0,-1.0,7.25,6.75,8.25
60000031,8.0,6.5,7.8,-1.0,-1.0,-1.0,8.5,7.5,9.0
60000032,7.8,5.75,8.4,7.25,6.25,5.0,-1.0,-1.0,-1.0
60000033,6.0,5.75,4.2,4.5,3.75,5.25,-1.0,-1.0,-1.0
60000034,5.4,6.0,2.6,-1.0,-1.0,-1.0,6.25,7.0,6.5
60000035,6.8,7.0,6.0,6.25,6.5,5.5,-1.0,-1.0,-1.0
60000036,8.2,6.25,3.6,4.0,7.5,6.5,-1.0,-1.0,-1.0
60000037,9.0,6.25,7.4,6.5,9.0,8.5,-1.0,-1.0,-1.0
60000038,6.0,5.25,4.2,5.0,6.25,3.25,-1.0,-1.0,-1.0
60000039,8.4,6.75,7.0,8.5,4.5,5.0,-1.0,-1.0,-1.0
60000040,6.6,7.5,6.4,6.75,6.0,5.75,-1.0,-1.0,-1.0
60000041,8.2,5.25,5.6,8.5,8.75,6.25,-1.0,-1.0,-1.0
60000042,4.4,4.75,3.4,-1.0,-1.0,-1.0,6.5,6.5,8.5
60000043,8.6,6.5,3.8,8.25,9.25,3.75,-1.0,-1.0,-1.0
60000044,8.0,7.0,5.2,6.75,8.25,5.75,-1.0,-1.0,-1.0
60000045,8.0,7.25,5.6,6.25,6.5,5.0,-1.0,-1.0,-1.0
60000046,7.4,8.25,6.6,7.25,8.75,7.5,-1.0,-1.0,-1.0
60000047,8.2,5.5,5.6,4.75,8.5,9.5,-1.0,-1.0,-1.0
60000048,8.2,6.5,6.2,7.0,6.0,4.0,-1.0,-1.0,-1.0
60000049,7.0,5.0,4.6,5.25,4.0,4.5,-1.0,-1.0,-1.0
60000050,7.0,7.25,6.0,6.5,7.5,4.25,-1.0,-1.0,-1.0
60000051,6.4,6.25,7.2,4.5,6.0,4.25,-1.0,-1.0,-1.0
60000052,5.2,5.75,2.4,-1.0,-1.0,-1.0,5.25,6.5,7.5
60000053,6.0,7.5,6.0,4.75,5.5,4.0,-1.0,-1.0,-1.0
60000054,6.6,6.5,5.8,-1.0,-1.0,-1.0,7.75,7.75,8.5
60000055,7.6,5.5,4.0,7.0,7.5,3.0,-1.0,-1.0,-1.0
60000056,5.4,7.5,3.0,-1.0,-1.0,-1.0,5.5,5.75,6.75
60000057,8.4,8.0,8.2,8.0,6.75,5.25,-1.0,-1.0,-1.0
60000058,6.2,7.5,8.0,-1.0,-1.0,-1.0,7.0,8.0,8.5
60000059,7.4,6.5,4.8,3.25,5.0,3.25,-1.0,-1.0,-1.0
60000060,6.8,6.5,6.4,4.25,6.75,4.5,-1.0,-1.0,-1.0
60000061,6.8,5.75,5.4,-1.0,-1.0,-1.0,6.25,6.75,8.25
60000062,7.2,7.5,6.0,-1.0,-1.0,-1.0,5.75,5.75,8.25
60000063,6.8,8.0,6.8,6.75,5.75,4.75,-1.0,-1.0,-1.0
60000064,6.6,7.25,5.8,6.25,7.5,7.25,-1.0,-1.0,-1.0
60000065,7.4,6.25,6.2,6.75,6.75,6.25,-1.0,-1.0,-1.0
60000066,7.8,7.25,5.4,8.0,5.75,7.5,-1.0,-1.0,-1.0
60000067,8.8,6.25,4.8,5.25,8.5,8.0,-1.0,-1.0,-1.0
60000068,6.8,6.25,5.6,4.75,7.0,5.5,-1.0,-1.0,-1.0
60000069,9.0,8.0,6.2,8.0,7.5,5.25,-1.0,-1.0,-1.0
60000070,5.8,6.25,4.2,-1.0,-1.0,-1.0,5.25,5.75,8.5
60000071,6.6,7.25,4.2,3.75,6.75,2.75,-1.0,-1.0,-1.0
60000072,8.2,6.75,8.4,8.25,5.75,7.25,-1.0,-1.0,-1.0
60000073,9.0,7.25,8.2,8.5,9.5,7.5,-1.0,-1.0,-1.0
60000074,8.0,6.5,6.2,8.0,7.25,6.0,-1.0,-1.0,-1.0
60000075,7.2,7.5,5.6,6.25,4.5,5.25,-1.0,-1.0,-1.0
60000076,9.0,7.75,-1.0,5.5,9.25,9.5,-1.0,-1.0,-1.0
60000077,8.6,7.75,7.2,7.5,8.0,5.75,-1.0,-1.0,-1.0
60000078,7.4,6.75,5.4,6.0,5.25,5.0,-1.0,-1.0,-1.0
60000079,7.4,6.0,4.6,6.0,6.0,4.0,-1.0,-1.0,-1.0
60000080,4.6,5.75,4.8,-1.0,-1.0,-1.0,6.25,7.0,7.0
60000081,8.8,7.0,6.4,9.0,8.75,6.0,-1.0,-1.0,-1.0
60000082,8.2,5.75,4.2,7.75,8.75,3.25,-1.0,-1.0,-1.0
60000083,7.6,7.5,7.4,6.5,5.0,4.0,-1.0,-1.0,-1.0
60000084,9.0,7.5,7.0,7.5,8.5,7.5,-1.0,-1.0,-1.0
60000085,8.6,7.5,7.0,7.0,9.75,8.5,-1.0,-1.0,-1.0
60000086,5.2,6.0,2.4,-1.0,-1.0,-1.0,4.5,5.25,7.75
60000087,8.2,6.75,7.6,5.25,8.5,8.0,-1.0,-1.0,-1.0
60000088,8.0,6.75,7.4,6.25,6.0,7.25,-1.0,-1.0,-1.0
60000089,9.6,5.5,7.6,9.5,9.0,7.25,-1.0,-1.0,-1.0
60000090,8.4,6.25,8.0,8.25,7.75,6.5,-1.0,-1.0,-1.0
60000091,6.6,6.5,6.2,-1.0,-1.0,-1.0,7.5,7.5,7.25
60000092,7.0,6.0,6.0,-1.0,-1.0,-1.0,7.0,8.5,8.75
60000093,7.8,6.75,9.4,8.25,6.75,4.75,-1.0,-1.0,-1.0
60000094,7.8,7.75,8.8,7.0,8.5,8.5,-1.0,-1.0,-1.0
60000095,8.2,5.75,7.8,5.75,5.5,5.75,-1.0,-1.0,-1.0
60000096,7.2,5.0,4.6,6.0,5.5,5.25,-1.0,-1.0,-1.0
60000097,7.8,8.0,8.4,6.75,8.25,6.75,-1.0,-1.0,-1.0
60000098,9.0,5.25,7.4,9.25,6.25,5.75,-1.0,-1.0,-1.0
60000099,8.2,6.5,4.2,5.25,6.75,7.75,-1.0,-1.0,-1.0
60000100,8.2,7.0,6.2,8.0,7.5,7.75,-1.0,-1.0,-1.0
60000101,9.0,7.5,7.2,9.0,9.0,6.5,-1.0,-1.0,-1.0
60000102,5.8,5.5,5.2,3.75,6.25,4.25,-1.0,-1.0,-1.0
60000103,5.0,5.0,3.6,-1.0,-1.0,-1.0,7.0,6.25,7.25
60000104,6.4,6.0,4.4,5.0,5.5,3.75,-1.0,-1.0,-1.0
60000105,7.8,7.75,6.8,4.75,8.0,8.0,-1.0,-1.0,-1.0
60000106,7.6,5.75,8.0,7.75,6.0,4.25,-1.0,-1.0,-1.0
60000107,7.4,7.0,6.2,-1.0,-1.0,-1.0,7.75,8.0,8.75
60000108,6.8,5.5,5.6,-1.0,-1.0,-1.0,7.75,7.25,6.5
60000109,6.2,5.75,3.0,-1.0,-1.0,-1.0,7.75,6.0,7.25
60000110,7.4,7.0,4.8,7.0,6.75,3.5,-1.0,-1.0,-1.0
60000111,6.6,4.25,4.8,-1.0,-1.0,-1.0,6.25,6.25,6.0
60000112,6.8,6.0,4.2,-1.0,-1.0,-1.0,3.75,6.0,7.25
60000113,6.8,6.25,5.0,6.5,6.5,3.75,-1.0,-1.0,-1.0
60000114,4.0,6.0,2.4,6.5,5.75,2.5,-1.0,-1.0,-1.0
60000115,7.4,6.5,6.8,7.0,5.5,4.5,-1.0,-1.0,-1.0
60000116,8.0,7.25,6.4,7.0,6.25,4.75,-1.0,-1.0,-1.0
60000117,8.0,6.5,7.0,8.0,6.0,5.75,-1.0,-1.0,-1.0
60000118,8.4,6.0,5.2,7.5,8.0,5.75,-1.0,-1.0,-1.0
60000119,7.6,6.5,6.2,3.0,8.5,8.0,-1.0,-1.0,-1.0
60000120,8.6,7.75,8.4,8.0,8.0,6.5,-1.0,-1.0,-1.0
60000121,5.6,7.25,7.0,-1.0,-1.0,-1.0,8.0,7.25,8.25
60000122,6.0,7.25,5.6,-1.0,-1.0,-1.0,6.0,6.75,8.5
60000123,7.4,8.0,6.6,6.75,7.5,6.0,-1.0,-1.0,-1.0
60000124,8.2,6.0,6.2,6.0,7.0,6.5,-1.0,-1.0,-1.0
60000125,6.8,6.0,3.8,6.75,6.25,5.0,-1.0,-1.0,-1.0
60000126,7.0,7.0,7.8,6.5,3.75,5.5,-1.0,-1.0,-1.0
60000127,6.6,6.5,4.8,5.25,4.25,4.75,-1.0,-1.0,-1.0
60000128,7.6,7.5,7.8,8.25,7.25,4.0,-1.0,-1.0,-1.0
60000129,6.6,7.0,4.2,-1.0,-1.0,-1.0,5.75,7.5,8.0
60000130,7.6,8.0,7.0,-1.0,-1.0,-1.0,6.25,6.25,7.5
60000131,7.2,5.4,6.4,5.75,4.0,3.75,-1.0,-1.0,-1.0
60000132,8.0,5.5,3.8,5.75,6.25,4.75,-1.0,-1.0,-1.0
60000133,7.6,8.0,6.0,5.5,5.0,5.0,-1.0,-1.0,-1.0
60000134,7.4,7.75,4.8,7.25,7.5,6.75,-1.0,-1.0,-1.0
60000135,6.4,7.75,7.0,-1.0,-1.0,-1.0,5.5,6.75,7.75
60000136,7.2,6.25,6.0,7.5,6.75,4.75,-1.0,-1.0,-1.0
60000137,7.8,7.5,6.0,-1.0,-1.0,-1.0,7.25,6.25,9.0
60000138,8.4,7.5,6.0,6.5,8.75,8.5,-1.0,-1.0,-1.0
60000139,6.8,7.5,6.2,4.75,7.5,6.25,-1.0,-1.0,-1.0
60000140,6.6,6.25,4.2,-1.0,-1.0,-1.0,4.0,5.5,6.0
60000141,6.2,7.75,4.6,-1.0,-1.0,-1.0,7.5,6.25,9.0
60000142,7.0,7.0,4.4,6.25,6.0,5.25,-1.0,-1.0,-1.0
60000143,8.0,7.75,6.8,7.75,8.25,7.25,-1.0,-1.0,-1.0
60000144,8.4,6.75,7.2,7.0,8.75,8.5,-1.0,-1.0,-1.0
60000145,9.0,7.25,9.8,9.75,8.5,8.25,-1.0,-1.0,-1.0
60000146,7.0,8.0,6.0,-1.0,-1.0,-1.0,7.0,7.0,9.0
60000147,8.0,6.75,4.0,6.5,6.75,5.0,-1.0,-1.0,-1.0
60000148,5.6,8.0,5.4,6.5,4.25,4.25,-1.0,-1.0,-1.0
60000149,4.6,7.75,5.8,-1.0,-1.0,-1.0,7.25,8.25,8.0
60000150,8.2,6.5,7.8,8.5,6.0,6.25,-1.0,-1.0,-1.0
60000151,7.6,9.25,8.8,6.25,5.5,5.75,-1.0,-1.0,-1.0
60000152,6.8,7.25,4.6,5.5,4.25,3.75,-1.0,-1.0,-1.0
60000153,7.6,7.75,6.0,6.5,7.75,5.75,-1.0,-1.0,-1.0
60000154,5.6,7.25,4.6,4.5,5.5,2.75,-1.0,-1.0,-1.0
60000155,7.4,7.0,6.0,6.5,6.25,4.0,-1.0,-1.0,-1.0
60000156,8.8,7.75,5.2,6.0,9.0,9.0,-1.0,-1.0,-1.0
60000157,8.0,7.5,5.0,7.75,7.75,3.5,-1.0,-1.0,-1.0
60000158,6.2,6.0,5.4,5.25,7.75,5.0,-1.0,-1.0,-1.0
60000159,8.2,8.0,6.8,7.5,8.5,7.25,-1.0,-1.0,-1.0
60000160,7.4,5.75,6.6,6.75,7.5,7.75,-1.0,-1.0,-1.0
60000161,6.8,6.5,4.6,7.0,7.0,5.5,-1.0,-1.0,-1.0
60000162,8.0,7.25,7.0,6.25,7.75,7.5,-1.0,-1.0,-1.0
60000163,6.8,5.5,5.4,-1.0,-1.0,-1.0,7.75,6.75,8.75
60000164,6.6,7.75,4.2,-1.0,-1.0,-1.0,6.0,6.5,9.0
60000165,6.4,5.5,4.8,7.0,6.5,6.0,-1.0,-1.0,-1.0
60000166,6.6,5.5,3.4,6.25,4.25,4.0,-1.0,-1.0,-1.0
60000167,7.4,7.5,7.4,-1.0,-1.0,-1.0,5.75,7.0,7.75
60000168,7.4,7.75,3.8,7.0,5.25,4.75,-1.0,-1.0,-1.0
60000169,7.8,7.5,6.6,7.0,8.75,6.75,-1.0,-1.0,-1.0
60000170,7.0,7.75,3.6,6.75,5.75,4.25,-1.0,-1.0,-1.0
60000171,5.8,4.75,3.2,-1.0,-1.0,-1.0,6.25,5.25,7.25
60000172,5.2,5.0,3.6,-1.0,-1.0,-1.0,6.0,5.5,6.0
60000173,7.6,7.5,5.4,8.0,8.5,8.0,-1.0,-1.0,-1.0
60000174,7.6,7.5,4.4,5.5,5.5,5.25,-1.0,-1.0,-1.0
60000175,9.2,8.25,7.6,9.25,9.5,4.75,-1.0,-1.0,-1.0
60000176,6.4,7.0,5.0,5.25,6.0,5.5,-1.0,-1.0,-1.0
60000177,7.0,7.0,5.0,5.5,7.0,5.25,-1.0,-1.0,-1.0
60000178,7.2,6.75,3.0,-1.0,-1.0,-1.0,8.5,8.25,8.0
60000179,7.8,5.75,4.4,-1.0,-1.0,-1.0,6.5,6.0,7.75
60000180,7.0,6.25,7.6,5.25,5.25,7.25,-1.0,-1.0,-1.0
60000181,6.2,6.5,3.8,-1.0,-1.0,-1.0,8.0,8.25,9.5
60000182,8.2,7.25,8.4,9.0,6.5,7.0,-1.0,-1.0,-1.0
60000183,8.2,7.75,6.2,-1.0,-1.0,-1.0,6.5,7.5,8.0
60000184,8.2,6.75,7.2,7.75,7.75,6.5,-1.0,-1.0,-1.0
60000185,3.8,6.25,3.4,-1.0,-1.0,-1.0,5.25,5.25,8.25
60000186,8.2,6.5,4.8,5.25,3.25,4.0,-1.0,-1.0,-1.0
60000187,7.0,8.75,4.6,-1.0,-1.0,-1.0,8.75,10.0,8.25
60000188,6.2,7.0,5.6,6.5,6.25,6.0,-1.0,-1.0,-1.0
60000189,8.4,7.25,7.2,8.25,6.5,6.0,-1.0,-1.0,-1.0
60000190,8.2,6.25,5.8,7.25,7.75,6.5,-1.0,-1.0,-1.0
60000191,8.4,7.0,4.8,5.0,8.5,7.0,-1.0,-1.0,-1.0
60000192,7.2,7.0,7.4,-1.0,-1.0,-1.0,6.75,6.25,8.25
60000193,7.6,8.25,8.0,6.5,8.0,5.5,-1.0,-1.0,-1.0
60000194,7.4,7.0,5.6,5.75,6.25,6.5,-1.0,-1.0,-1.0
60000195,6.8,6.5,5.4,-1.0,-1.0,-1.0,8.0,7.0,9.0
60000196,7.4,6.5,5.0,4.75,8.0,7.75,-1.0,-1.0,-1.0
60000197,8.8,7.0,8.0,6.25,4.5,5.0,-1.0,-1.0,-1.0
60000198,6.8,6.25,6.2,6.25,7.5,4.75,-1.0,-1.0,-1.0
60000199,7.2,6.75,4.6,7.0,8.25,2.75,-1.0,-1.0,-1.0
60000200,6.8,6.25,5.0,6.0,4.0,3.0,-1.0,-1.0,-1.0
60000201,8.8,9.0,9.2,6.5,9.5,7.0,-1.0,-1.0,-1.0
60000202,5.2,7.25,4.6,3.25,5.0,4.25,-1.0,-1.0,-1.0
60000203,7.2,7.0,8.6,-1.0,-1.0,-1.0,6.0,4.5,6.5
60000204,8.6,7.5,7.4,7.75,8.0,7.25,-1.0,-1.0,-1.0
60000205,7.8,7.75,5.8,7.5,7.0,6.0,-1.0,-1.0,-1.0
60000206,5.8,6.25,5.4,7.0,6.0,5.0,-1.0,-1.0,-1.0
60000207,5.4,5.75,4.0,-1.0,-1.0,-1.0,6.25,7.0,8.0
60000208,5.8,3.5,3.4,-1.0,-1.0,-1.0,4.25,6.25,8.0
60000209,8.2,7.75,8.8,6.75,5.0,4.25,-1.0,-1.0,-1.0
60000210,7.6,7.75,4.6,-1.0,-1.0,-1.0,7.5,6.75,9.0
60000211,7.0,7.5,4.0,6.25,6.75,6.5,-1.0,-1.0,-1.0
60000212,7.8,7.25,7.6,8.0,9.0,6.0,-1.0,-1.0,-1.0
60000213,6.8,6.75,5.6,6.75,7.25,3.0,-1.0,-1.0,-1.0
60000214,5.0,6.5,4.0,-1.0,-1.0,-1.0,6.5,6.25,8.0
60000215,7.4,6.25,5.6,7.0,8.25,6.5,-1.0,-1.0,-1.0
60000216,8.2,6.0,7.0,8.75,8.75,5.25,-1.0,-1.0,-1.0
60000217,8.6,7.25,6.4,6.75,8.75,8.75,-1.0,-1.0,-1.0
60000218,7.4,8.5,6.6,7.75,7.75,7.75,-1.0,-1.0,-1.0
60000219,8.4,4.25,5.4,7.25,7.75,5.5,-1.0,-1.0,-1.0
60000220,6.8,6.75,3.4,-1.0,-1.0,-1.0,6.25,5.75,8.25
60000221,5.4,5.5,3.6,-1.0,-1.0,-1.0,3.0,6.5,8.5
60000222,7.6,6.75,5.2,7.0,6.75,5.0,-1.0,-1.0,-1.0
60000223,6.8,7.25,3.6,5.5,3.25,3.75,-1.0,-1.0,-1.0
60000224,7.8,7.5,5.8,6.75,7.0,3.5,-1.0,-1.0,-1.0
60000225,6.6,8.0,5.4,6.25,7.5,6.0,-1.0,-1.0,-1.0
60000226,6.6,7.5,8.8,6.0,6.25,4.5,-1.0,-1.0,-1.0
60000227,7.0,7.25,6.8,7.0,7.0,4.5,-1.0,-1.0,-1.0
60000228,8.0,7.5,8.8,7.0,6.0,6.0,-1.0,-1.0,-1.0
60000229,6.8,7.0,3.6,4.0,3.75,4.5,-1.0,-1.0,-1.0
60000230,7.0,6.75,7.4,6.75,8.25,4.5,-1.0,-1.0,-1.0
60000231,7.4,8.0,7.4,8.0,4.0,5.5,-1.0,-1.0,-1.0
60000232,8.0,6.25,6.2,7.0,8.0,5.75,-1.0,-1.0,-1.0
60000233,7.8,6.0,5.8,6.5,8.0,5.25,-1.0,-1.0,-1.0
60000234,8.8,7.75,6.4,7.75,7.5,7.0,-1.0,-1.0,-1.0
60000235,7.2,6.5,3.8,4.25,5.75,4.0,-1.0,-1.0,-1.0
60000236,7.2,6.75,7.0,5.25,4.5,5.5,-1.0,-1.0,-1.0
60000237,6.8,7.75,5.0,5.75,6.0,4.5,-1.0,-1.0,-1.0
60000238,7.4,6.5,6.8,-1.0,-1.0,-1.0,5.25,7.5,8.5
60000239,7.4,7.5,8.2,5.25,7.0,5.5,-1.0,-1.0,-1.0
60000240,6.8,4.75,7.2,-1.0,-1.0,-1.0,6.75,7.75,8.0
60000241,7.2,6.0,3.8,6.0,4.25,4.0,-1.0,-1.0,-1.0
60000242,7.2,5.75,7.4,5.25,6.5,7.0,-1.0,-1.0,-1.0
60000243,5.6,5.75,1.6,-1.0,-1.0,-1.0,3.25,6.0,6.75
60000244,8.2,7.0,5.4,6.0,7.0,7.75,-1.0,-1.0,-1.0
60000245,8.4,7.0,8.0,9.0,5.5,3.0,-1.0,-1.0,-1.0
60000246,8.8,7.5,7.2,7.0,9.25,8.0,-1.0,-1.0,-1.0
60000247,4.8,4.75,2.0,-1.0,-1.0,-1.0,2.5,5.75,7.5
60000248,7.8,7.5,5.4,8.25,8.0,6.0,-1.0,-1.0,-1.0
60000249,8.0,5.0,5.2,7.5,6.0,5.75,-1.0,-1.0,-1.0
60000250,7.8,6.25,7.8,4.75,5.25,5.25,-1.0,-1.0,-1.0
60000251,8.0,7.75,6.6,5.25,8.0,7.25,-1.0,-1.0,-1.0
60000252,7.2,5.25,9.2,7.25,4.0,5.5,-1.0,-1.0,-1.0
60000253,7.6,7.75,7.8,5.75,7.75,5.5,-1.0,-1.0,-1.0
60000254,5.6,6.25,5.0,6.25,7.5,4.25,-1.0,-1.0,-1.0
60000255,7.6,6.75,4.2,6.25,5.5,5.0,-1.0,-1.0,-1.0
60000256,9.0,6.5,8.0,9.5,7.25,5.25,-1.0,-1.0,-1.0
60000257,7.2,8.0,8.4,7.5,5.0,4.25,-1.0,-1.0,-1.0
60000258,5.6,6.25,4.6,-1.0,-1.0,-1.0,7.25,6.25,8.0
60000259,8.6,6.5,9.4,7.75,7.75,5.75,-1.0,-1.0,-1.0
60000260,7.6,6.0,4.2,-1.0,-1.0,-1.0,5.0,4.5,6.5
60000261,6.8,6.25,4.8,6.5,7.0,4.75,-1.0,-1.0,-1.0
60000262,8.0,7.5,3.4,8.25,8.0,6.25,-1.0,-1.0,-1.0
60000263,7.2,7.5,7.4,-1.0,-1.0,-1.0,7.25,7.5,9.0
60000264,9.0,6.5,6.6,7.0,8.75,7.25,-1.0,-1.0,-1.0
60000265,6.0,6.75,3.8,-1.0,-1.0,-1.0,5.75,6.0,7.75
60000266,6.6,6.75,4.8,-1.0,-1.0,-1.0,5.0,6.5,8.25
60000267,8.6,6.25,3.2,8.5,9.0,3.25,-1.0,-1.0,-1.0
60000268,7.8,6.25,7.6,8.0,3.75,3.5,-1.0,-1.0,-1.0
60000269,6.6,6.0,5.2,4.25,4.5,3.75,-1.0,-1.0,-1.0
60000270,8.6,5.75,6.0,8.75,8.75,5.5,-1.0,-1.0,-1.0
60000271,8.0,6.0,2.8,5.5,5.75,4.25,-1.0,-1.0,-1.0
60000272,7.4,5.75,4.6,5.75,6.5,3.5,-1.0,-1.0,-1.0
60000273,7.6,8.75,5.8,6.0,5.5,5.5,-1.0,-1.0,-1.0
60000274,8.4,6.5,8.2,7.25,5.0,4.0,-1.0,-1.0,-1.0
60000275,4.6,5.5,3.4,-1.0,-1.0,-1.0,6.5,4.75,8.5
60000276,7.6,8.5,9.4,-1.0,-1.0,-1.0,9.0,7.75,8.75
60000277,6.6,7.0,6.2,5.75,7.25,6.25,-1.0,-1.0,-1.0
60000278,7.4,7.0,4.8,-1.0,-1.0,-1.0,6.25,6.25,8.5
60000279,6.0,5.75,5.4,6.25,6.5,6.0,-1.0,-1.0,-1.0
60000280,8.4,7.25,4.6,3.5,7.0,7.25,-1.0,-1.0,-1.0
60000281,7.6,7.25,6.8,6.5,6.75,6.0,-1.0,-1.0,-1.0
60000282,5.8,6.75,5.2,-1.0,-1.0,-1.0,6.5,7.25,8.5
60000283,5.8,6.25,5.0,5.0,5.0,4.5,-1.0,-1.0,-1.0
60000284,6.6,6.25,4.0,-1.0,-1.0,-1.0,6.25,7.0,6.75
60000285,7.2,4.75,6.0,4.5,4.5,5.25,-1.0,-1.0,-1.0
60000286,7.4,7.75,7.4,-1.0,-1.0,-1.0,8.0,8.0,9.25
60000287,7.4,8.0,6.2,6.75,7.75,6.5,-1.0,-1.0,-1.0
60000288,4.8,5.5,2.6,-1.0,-1.0,-1.0,4.5,5.75,7.75
60000289,-1.0,8.25,-1.0,-1.0,-1.0,-1.0,6.0,8.25,-1.0
60000290,5.4,7.75,3.8,-1.0,-1.0,-1.0,6.5,7.0,7.5
60000291,8.2,7.5,9.6,-1.0,-1.0,-1.0,6.0,5.75,7.5
60000292,7.0,7.25,4.4,-1.0,-1.0,-1.0,6.0,4.75,7.75
60000293,-1.0,3.5,-1.0,-1.0,-1.0,-1.0,5.25,6.5,-1.0
60000294,6.4,6.25,8.2,4.5,4.5,4.0,-1.0,-1.0,-1.0
60000295,8.2,6.75,7.4,6.5,9.5,5.25,-1.0,-1.0,-1.0
60000296,8.6,6.0,6.8,6.0,7.25,8.25,-1.0,-1.0,-1.0
60000297,7.6,7.0,9.0,-1.0,-1.0,-1.0,8.25,7.0,8.5
60000298,8.4,4.75,9.2,8.5,5.0,5.0,-1.0,-1.0,-1.0
60000299,7.8,6.25,9.0,7.5,7.25,6.25,-1.0,-1.0,-1.0
60000300,6.6,8.5,4.4,-1.0,-1.0,-1.0,5.5,5.5,7.5
60000301,6.6,6.5,7.4,6.0,7.75,7.5,-1.0,-1.0,-1.0
60000302,8.2,8.75,7.0,7.5,8.5,4.5,-1.0,-1.0,-1.0
60000303,5.4,5.75,-1.0,-1.0,-1.0,-1.0,8.75,7.0,-1.0
60000304,7.2,8.5,9.0,-1.0,-1.0,-1.0,7.25,6.5,9.0
60000305,8.0,6.75,6.0,6.5,8.25,8.5,-1.0,-1.0,-1.0
60000306,7.4,7.5,4.2,8.5,8.0,5.5,-1.0,-1.0,-1.0
60000307,7.6,7.5,6.2,6.75,7.25,7.25,-1.0,-1.0,-1.0
60000308,8.6,7.5,5.4,7.5,5.75,6.75,-1.0,-1.0,-1.0
60000309,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,6.75,6.0,-1.0
60000310,8.4,7.75,4.8,5.5,7.0,5.75,-1.0,-1.0,-1.0
60000311,7.0,8.0,8.8,-1.0,-1.0,-1.0,9.25,8.25,9.0
60000312,4.6,6.5,-1.0,-1.0,-1.0,-1.0,8.75,6.25,-1.0
60000313,8.0,-1.0,-1.0,-1.0,5.75,4.75,-1.0,-1.0,-1.0
60000314,6.8,7.5,6.6,4.0,4.75,4.75,-1.0,-1.0,-1.0
60000315,-1.0,7.25,-1.0,-1.0,-1.0,-1.0,9.5,9.5,-1.0
60000316,7.8,8.5,9.0,-1.0,-1.0,-1.0,7.75,7.25,8.75
60000317,8.2,8.25,9.2,-1.0,-1.0,-1.0,9.25,8.5,8.75
60000318,6.2,6.75,6.6,-1.0,-1.0,-1.0,6.25,8.5,9.25
60000319,7.8,6.25,-1.0,5.75,6.75,3.75,-1.0,-1.0,-1.0
60000320,-1.0,6.75,-1.0,-1.0,-1.0,-1.0,7.75,7.5,-1.0
60000321,4.8,6.75,-1.0,-1.0,-1.0,-1.0,8.5,6.75,-1.0
60000322,9.0,6.5,6.4,9.0,9.0,6.75,-1.0,-1.0,-1.0
